tag,t,u,dv,omega0,g_ep,ordering,boundary,warm_seed,adapt_seed,final_seed,ablation_id,ablation_kind,ablation_description,keep_operator_count,removed_operator_count,removed_operator_indices,removed_labels,seed_prefix_depth,accepted_insertion_count,final_adapt_depth,warm_delta_abs,adapt_delta_abs,baseline_replay_delta_abs,replay_delta_abs,replay_relative_error_abs,replay_energy,replay_exact_energy,replay_num_parameters,replay_runtime_s,replay_stop_reason,replay_gate_pass_1e2,replay_delta_vs_baseline_abs_delta,audit_json,audit_csv,handoff_input_json,replay_output_json,ranking_entries,replay_transpiled_depth,replay_transpiled_size,replay_transpiled_cx_count,replay_transpiled_one_q_count,baseline_replay_transpiled_depth,baseline_replay_transpiled_cx_count,replay_depth_delta_vs_baseline,replay_cx_delta_vs_baseline
l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1,1.0,4.0,0.0,1.0,0.5,blocked,open,7,11,19,full_replay_baseline,baseline,Canonical staged matched-family replay baseline.,97,0,[],[],0,97,97,0.013285046493998975,0.0010075674601997542,0.0010075674601999485,0.0010075674601999485,0.0063591491477080824,0.15945132098705164,0.1584437535268517,194,3794.2674839999527,converged,True,0.0,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/audit_from_saved_parent.json,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/audit_from_saved_parent.csv,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/l2_hh_open_fromsnap_phase3_allhhmeta_u4_g05_nph2_adapt_handoff.json,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/replay_full_replay_baseline.json,[],1383,1411,247,1156,1383,247,0,0
l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1,1.0,4.0,0.0,1.0,0.5,blocked,open,7,11,19,accepted_prefix_75,accepted_prefix_truncation,Keep the full seed prefix and the first floor(0.75 * accepted_count) accepted operators in final order.,72,25,"[72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96]","[""paop_full:paop_cloud_p(site=0->phonon=1)::split[4]::yxeeezee"", ""hh_termwise_ham_unit_term(exeeeeze)"", ""hh_termwise_ham_unit_term(zxeeeeze)"", ""uccsd_dbl(ab:0,2->1,3)_2"", ""uccsd_dbl(ab:0,2->1,3)_5"", ""uccsd_dbl(ab:0,2->1,3)_6"", ""paop_lf_full:paop_dbl_p(site=1->phonon=0)::split[14]::eexyeeee"", ""paop_lf_full:paop_dbl_p(site=0->phonon=0)::split[15]::eezyeeee"", ""paop_sq_std:paop_dens_sq(site=0)::split[2]::eeyzeeez"", ""paop_sq_full:paop_cloud_sq(site=1->phonon=0)::split[3]::eeyeeeze"", ""hh_termwise_ham_unit_term(exeezeee)"", ""hh_termwise_ham_unit_term(zxeezeee)"", ""paop_full:paop_cloud_x(site=0->phonon=1)"", ""paop_lf_full:paop_hop2(0,1)::split[71]::zzeexxee"", ""paop_lf4_std:paop_hop4(0,1)::split[0]::zezzeexx"", ""hh_termwise_ham_unit_term(ezeeeeee)"", ""hh_termwise_ham_unit_term(xxeeeeze)"", ""hh_termwise_ham_unit_term(xxeezeee)"", ""hh_termwise_ham_unit_term(eeeezeee)"", ""hh_termwise_ham_unit_term(yyeeeeze)"", ""hh_termwise_ham_unit_term(yyeezeee)"", ""hh_termwise_ham_unit_term(eeyyeeez)"", ""hh_termwise_ham_unit_term(eeyyezee)"", ""hh_termwise_ham_unit_term(eexxeeez)"", ""hh_termwise_ham_unit_term(eexxezee)""]",0,97,97,0.013285046493998975,0.0010075674601997542,0.0010075674601999485,0.0010075674601999485,0.0063591491477080824,0.15945132098705164,0.1584437535268517,144,2700.7266535414383,converged,True,0.0,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/audit_from_saved_parent.json,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/audit_from_saved_parent.csv,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/handoff_accepted_prefix_75.json,/Users/jakestrobel/Documents/Holstein_implementation/Holstein_test_fullclone_2/artifacts/json/hh_l2_prune_saved_parent/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/l2_hh_open_prune_parent97_phase3_allhhmeta_u4_g05_nph2_pass1/replay_accepted_prefix_75.json,"[{""base_label"": ""paop_full:paop_cloud_p(site=0->phonon=1)::split[4]::yxeeezee"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 72, ""insertion_position"": 72, ""removal_penalty"": 0.0, ""unit_index"": 73, ""unit_label"": ""accept73:paop_full:paop_cloud_p(site=0->phonon=1)::split[4]::yxeeezee"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(exeeeeze)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 73, ""insertion_position"": 73, ""removal_penalty"": 0.0, ""unit_index"": 74, ""unit_label"": ""accept74:hh_termwise_ham_unit_term(exeeeeze)"", ""unit_logical_2q_count"": 2, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(zxeeeeze)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 74, ""insertion_position"": 74, ""removal_penalty"": 0.0, ""unit_index"": 75, ""unit_label"": ""accept75:hh_termwise_ham_unit_term(zxeeeeze)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""uccsd_dbl(ab:0,2->1,3)_2"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 75, ""insertion_position"": 75, ""removal_penalty"": 0.0, ""unit_index"": 76, ""unit_label"": ""accept76:uccsd_dbl(ab:0,2->1,3)_2"", ""unit_logical_2q_count"": 6, ""unit_logical_depth"": 1}, {""base_label"": ""uccsd_dbl(ab:0,2->1,3)_5"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 76, ""insertion_position"": 76, ""removal_penalty"": 0.0, ""unit_index"": 77, ""unit_label"": ""accept77:uccsd_dbl(ab:0,2->1,3)_5"", ""unit_logical_2q_count"": 6, ""unit_logical_depth"": 1}, {""base_label"": ""uccsd_dbl(ab:0,2->1,3)_6"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 77, ""insertion_position"": 77, ""removal_penalty"": 0.0, ""unit_index"": 78, ""unit_label"": ""accept78:uccsd_dbl(ab:0,2->1,3)_6"", ""unit_logical_2q_count"": 6, ""unit_logical_depth"": 1}, {""base_label"": ""paop_lf_full:paop_dbl_p(site=1->phonon=0)::split[14]::eexyeeee"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 78, ""insertion_position"": 78, ""removal_penalty"": 0.0, ""unit_index"": 79, ""unit_label"": ""accept79:paop_lf_full:paop_dbl_p(site=1->phonon=0)::split[14]::eexyeeee"", ""unit_logical_2q_count"": 2, ""unit_logical_depth"": 1}, {""base_label"": ""paop_lf_full:paop_dbl_p(site=0->phonon=0)::split[15]::eezyeeee"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 79, ""insertion_position"": 79, ""removal_penalty"": 0.0, ""unit_index"": 80, ""unit_label"": ""accept80:paop_lf_full:paop_dbl_p(site=0->phonon=0)::split[15]::eezyeeee"", ""unit_logical_2q_count"": 2, ""unit_logical_depth"": 1}, {""base_label"": ""paop_sq_std:paop_dens_sq(site=0)::split[2]::eeyzeeez"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 80, ""insertion_position"": 80, ""removal_penalty"": 0.0, ""unit_index"": 81, ""unit_label"": ""accept81:paop_sq_std:paop_dens_sq(site=0)::split[2]::eeyzeeez"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""paop_sq_full:paop_cloud_sq(site=1->phonon=0)::split[3]::eeyeeeze"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 81, ""insertion_position"": 81, ""removal_penalty"": 0.0, ""unit_index"": 82, ""unit_label"": ""accept82:paop_sq_full:paop_cloud_sq(site=1->phonon=0)::split[3]::eeyeeeze"", ""unit_logical_2q_count"": 2, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(exeezeee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 82, ""insertion_position"": 82, ""removal_penalty"": 0.0, ""unit_index"": 83, ""unit_label"": ""accept83:hh_termwise_ham_unit_term(exeezeee)"", ""unit_logical_2q_count"": 2, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(zxeezeee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 83, ""insertion_position"": 83, ""removal_penalty"": 0.0, ""unit_index"": 84, ""unit_label"": ""accept84:hh_termwise_ham_unit_term(zxeezeee)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""paop_full:paop_cloud_x(site=0->phonon=1)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 84, ""insertion_position"": 84, ""removal_penalty"": 0.0, ""unit_index"": 85, ""unit_label"": ""accept85:paop_full:paop_cloud_x(site=0->phonon=1)"", ""unit_logical_2q_count"": 6, ""unit_logical_depth"": 1}, {""base_label"": ""paop_lf_full:paop_hop2(0,1)::split[71]::zzeexxee"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 85, ""insertion_position"": 85, ""removal_penalty"": 0.0, ""unit_index"": 86, ""unit_label"": ""accept86:paop_lf_full:paop_hop2(0,1)::split[71]::zzeexxee"", ""unit_logical_2q_count"": 6, ""unit_logical_depth"": 1}, {""base_label"": ""paop_lf4_std:paop_hop4(0,1)::split[0]::zezzeexx"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 86, ""insertion_position"": 86, ""removal_penalty"": 0.0, ""unit_index"": 87, ""unit_label"": ""accept87:paop_lf4_std:paop_hop4(0,1)::split[0]::zezzeexx"", ""unit_logical_2q_count"": 8, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(ezeeeeee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": null, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 87, ""insertion_position"": 87, ""removal_penalty"": 0.0, ""unit_index"": 88, ""unit_label"": ""accept88:hh_termwise_ham_unit_term(ezeeeeee)"", ""unit_logical_2q_count"": 0, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(xxeeeeze)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 88, ""insertion_position"": 88, ""removal_penalty"": 0.0, ""unit_index"": 89, ""unit_label"": ""accept89:hh_termwise_ham_unit_term(xxeeeeze)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(xxeezeee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 89, ""insertion_position"": 89, ""removal_penalty"": 0.0, ""unit_index"": 90, ""unit_label"": ""accept90:hh_termwise_ham_unit_term(xxeezeee)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(eeeezeee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": null, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 90, ""insertion_position"": 90, ""removal_penalty"": 0.0, ""unit_index"": 91, ""unit_label"": ""accept91:hh_termwise_ham_unit_term(eeeezeee)"", ""unit_logical_2q_count"": 0, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(yyeeeeze)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 91, ""insertion_position"": 91, ""removal_penalty"": 0.0, ""unit_index"": 92, ""unit_label"": ""accept92:hh_termwise_ham_unit_term(yyeeeeze)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(yyeezeee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 92, ""insertion_position"": 92, ""removal_penalty"": 0.0, ""unit_index"": 93, ""unit_label"": ""accept93:hh_termwise_ham_unit_term(yyeezeee)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(eeyyeeez)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 93, ""insertion_position"": 93, ""removal_penalty"": 0.0, ""unit_index"": 94, ""unit_label"": ""accept94:hh_termwise_ham_unit_term(eeyyeeez)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(eeyyezee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 94, ""insertion_position"": 94, ""removal_penalty"": 0.0, ""unit_index"": 95, ""unit_label"": ""accept95:hh_termwise_ham_unit_term(eeyyezee)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(eexxeeez)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 95, ""insertion_position"": 95, ""removal_penalty"": 0.0, ""unit_index"": 96, ""unit_label"": ""accept96:hh_termwise_ham_unit_term(eexxeeez)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}, {""base_label"": ""hh_termwise_ham_unit_term(eexxezee)"", ""delta_energy_from_previous"": 0.0, ""energy_gain_per_2q"": 0.0, ""energy_gain_per_depth"": 0.0, ""final_order_index"": 96, ""insertion_position"": 96, ""removal_penalty"": 0.0, ""unit_index"": 97, ""unit_label"": ""accept97:hh_termwise_ham_unit_term(eexxezee)"", ""unit_logical_2q_count"": 4, ""unit_logical_depth"": 1}]",1383,1411,247,1156,1383,247,0,0
