method,trotter_steps,hardware_diagnostic_only,run_dir,workflow_json,workflow_pdf,transpile_backend,dynamics_only_count_2q,dynamics_only_cx_count,dynamics_only_depth,prep_plus_dynamics_count_2q,prep_plus_dynamics_cx_count,prep_plus_dynamics_depth,cx_proxy_total,depth_proxy_total,final_fidelity,min_fidelity,max_abs_energy_total_error,final_abs_energy_total_error,final_abs_energy_error_vs_ground_state,transpile_status
suzuki2,1,True,artifacts/json/feasibility_t5_cx200_runs/suzuki2_S1,artifacts/json/feasibility_t5_cx200_runs/suzuki2_S1/workflow.json,artifacts/json/feasibility_t5_cx200_runs/suzuki2_S1/workflow.pdf,FakeGuadalupeV2,146,146,143,,,,144,66,0.30353851467926607,0.00011557618743135556,6.306017948545453,2.6121912389038804,2.6230558986823524,ok
cfqm4,1,True,artifacts/json/feasibility_t5_cx200_runs/cfqm4_S1,artifacts/json/feasibility_t5_cx200_runs/cfqm4_S1/workflow.json,artifacts/json/feasibility_t5_cx200_runs/cfqm4_S1/workflow.pdf,FakeGuadalupeV2,283,283,280,,,,288,132,0.25723336651669537,0.0006962182761757287,5.916729959294208,4.460980621340519,4.471845281118991,ok
