record_id	batch_id	run_class	runnable	blocker	method_key	method_label	algorithm_id	engine_key	engine_label	spsa_refit_engine	budget	display_regime	internal_regime	source_map_regime	suite_profile	case_id	family	n_ph_work	n_ph_ref	same_cutoff_exact_gs_energy	same_cutoff_energy_key_hash	exact_reference_energy	exact_reference_energy_key_hash	exact_reference_n_ph_max	primary_energy_metric	same_cutoff_error_role	target_abs_delta_e	max_depth	adapt_optimizer_kind	adapt_spsa_a	adapt_spsa_c	adapt_spsa_alpha	adapt_spsa_gamma	adapt_spsa_big_a	adapt_spsa_seed	adapt_spsa_maxiter	optimizer_profile	generic_adapt_runtime_split_mode	generic_adapt_runtime_split_symmetry_policy	generic_adapt_runtime_split_max_subset_size	generic_adapt_stop_policy	shared_pauli_pool_mode	shared_pauli_pool_symmetry_policy	shared_pauli_pool_max_subset_size	resource_qubit_cap	resource_pool_term_cap	adapt_pool_class_filter_json	adapt_schur_warm_start_mode	snake_phase3_runtime_split_mode	snake_phase3_runtime_split_selection_mode	snake_phase3_runtime_split_child_set_symmetry_policy	snake_phase3_runtime_split_max_subset_size	snake_adapt_child_pool_expansion_mode	snake_adapt_child_pool_expansion_symmetry_policy	snake_adapt_child_pool_expansion_max_subset_size	source_json	source_json_sha256	source_command_sh	source_command_sha256	source_command_args_json	source_rank	source_trial	source_settings_status	schedule_source_policy	schedule_source_regime	schedule_source_method	schedule_source_json	schedule_source_note	record_output_dir	result_json_rel	current_json_rel	snake_algorithmic_work_rel	source_lock_command_audit_rel	stdout_rel	stderr_rel	cell_manifest_rel	anchor_source_json	anchor_source_sha256	anchor_cell_manifest_rel	changed_fields_vs_anchor	source_contract_note	matrix_label	matrix_role	pool_contract	hh_adaptive_pool_profile	child_policy	symmetry_policy	optimizer	optimizer_overlay_id	optimizer_contract_id	child_subset_size	resource_tier	request_memory_mb	request_disk_mb	blocked_reason	snake_cli_overrides_json
paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45	paper_i_hh_weak_strong_depth50_20260708_v1	candidate	true		snake	SNAKE physical-lane x3 no-batch	static_family_native_adapt_phase3	native_forced_powell	native forced Powell	native	200	weak-strong	weak_strong	weak_strong	paper_i_main_tables_spsa	hh_L2_nph4_three_model_sym_weak_strong	hh	4	7	-1.138579200359263		-1.138720638074999		7	same_cutoff_abs_delta_e	primary	2e-4	50	powell						42	200	powell200				fixed_horizon_no_target_v1	source	source	source		0	off	off	source	source	source	source	source	source	source	raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json	28576bb1d07a4e2892bc462dafd0a813a193ce432e7894334e652c864de5f13a	python3 -m pipelines.static_adapt.adapt_pipeline --problem hh --L 2 --ordering blocked --boundary open --t 1.0 --dv 0.0 --omega0 1.0 --boson-encoding binary --adapt-pool full_meta --adapt-continuation-mode phase3_v1 --static-route-id route_a --static-meta-feature-profile paper_i_production_v1 --static-lane-route physical_operator_type --physical-lane-shortlist-aggressiveness 3 --adapt-inner-optimizer POWELL --adapt-maxiter 200 --adapt-scipy-maxfev 0 --adapt-reopt-policy windowed --adapt-full-refit-every 8 --adapt-final-full-refit true --adapt-final-refit-maxiter 200 --adapt-max-depth 45 --phase1-shortlist-size 24 --phase2-shortlist-size 12 --phase2-shortlist-fraction 0.25 --phase2-no-batching --phase3-no-batching --phase3-runtime-split-mode shortlist_pauli_children_v1 --allow-archival-phase3-runtime-split --phase3-runtime-split-selection-mode archival_child_set_forward_v1 --phase3-runtime-split-max-subset-size 1 --phase3-runtime-split-child-set-symmetry-policy hard_guard --phase1-prune-enabled --phase1-prune-policy recoverability_ladder_v1 --phase1-prune-mode both --adapt-beam-live-branches 3 --adapt-beam-children-per-parent 2 --adapt-beam-lambda 0.005 --phase3-backend-cost-mode marrakesh_graph_span_v1 --phase3-selector-policy algebraic_nested_v1 --phase3-selector-geometry-mode reduced --skip-pdf --u 0.25 --g-ep 0.790569415042 --n-ph-max 4 --output-json raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json --adapt-resume-scaffold-json raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json --adapt-resume-mode scaffold_v1 --adapt-segment-id physical_lane_depth50_continuation_20260708_weak_strong --adapt-segment-target-depth 45 --adapt-resume-compile-smoke required	d90caf74cfb5af71ed223fa6af4b4557bf2063780078aad2e7ef67b74e91050b	"[""python3"",""-m"",""pipelines.static_adapt.adapt_pipeline"",""--problem"",""hh"",""--L"",""2"",""--ordering"",""blocked"",""--boundary"",""open"",""--t"",""1.0"",""--dv"",""0.0"",""--omega0"",""1.0"",""--boson-encoding"",""binary"",""--adapt-pool"",""full_meta"",""--adapt-continuation-mode"",""phase3_v1"",""--static-route-id"",""route_a"",""--static-meta-feature-profile"",""paper_i_production_v1"",""--static-lane-route"",""physical_operator_type"",""--physical-lane-shortlist-aggressiveness"",""3"",""--adapt-inner-optimizer"",""POWELL"",""--adapt-maxiter"",""200"",""--adapt-scipy-maxfev"",""0"",""--adapt-reopt-policy"",""windowed"",""--adapt-full-refit-every"",""8"",""--adapt-final-full-refit"",""true"",""--adapt-final-refit-maxiter"",""200"",""--adapt-max-depth"",""45"",""--phase1-shortlist-size"",""24"",""--phase2-shortlist-size"",""12"",""--phase2-shortlist-fraction"",""0.25"",""--phase2-no-batching"",""--phase3-no-batching"",""--phase3-runtime-split-mode"",""shortlist_pauli_children_v1"",""--allow-archival-phase3-runtime-split"",""--phase3-runtime-split-selection-mode"",""archival_child_set_forward_v1"",""--phase3-runtime-split-max-subset-size"",""1"",""--phase3-runtime-split-child-set-symmetry-policy"",""hard_guard"",""--phase1-prune-enabled"",""--phase1-prune-policy"",""recoverability_ladder_v1"",""--phase1-prune-mode"",""both"",""--adapt-beam-live-branches"",""3"",""--adapt-beam-children-per-parent"",""2"",""--adapt-beam-lambda"",""0.005"",""--phase3-backend-cost-mode"",""marrakesh_graph_span_v1"",""--phase3-selector-policy"",""algebraic_nested_v1"",""--phase3-selector-geometry-mode"",""reduced"",""--skip-pdf"",""--u"",""0.25"",""--g-ep"",""0.790569415042"",""--n-ph-max"",""4"",""--output-json"",""raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json"",""--adapt-resume-scaffold-json"",""raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json"",""--adapt-resume-mode"",""scaffold_v1"",""--adapt-segment-id"",""physical_lane_depth50_continuation_20260708_weak_strong"",""--adapt-segment-target-depth"",""45"",""--adapt-resume-compile-smoke"",""required""]"			source_locked_depth45_physical_lane_x3_nobatch	continue_completed_depth45_to_depth50_v1	weak_strong	snake	raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json	depth50 continuation from completed weak-strong physical_operator_type x3 no-batch depth45 result; fixed_horizon_no_target_v1 disable_drop_stop disable_benchmark_target_stop	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/json/result.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/current.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/snake_algorithmic_work.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/source_lock_command_audit.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/stdout.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/stderr.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__snake__physical_operator_lane_x3_nobatch__powell200__depth50_continuation_from45/cell_manifest.json	raw_outputs/paper_i_hh_physical_operator_lanes_nobatch_factor3_depth45_continuation_20260708/weak_strong/json/result.json	28576bb1d07a4e2892bc462dafd0a813a193ce432e7894334e652c864de5f13a		max_depth:45->50;adapt_segment_target_depth:45->50;output_root:new;disable_drop_stop;disable_benchmark_target_stop;source_locked_continuation_depth45_to_depth50	SNAKE source command reconstructed from physical-lane continuation template and completed depth45 source; preserves physical_operator_type lane route, x3 shortlisting, no phase2/phase3 batching, POWELL200, phase3 archival singleton split, and route_a/paper_i_production_v1.	physical_operator_lane_x3_nobatch	physical-lane x3 no-batch SNAKE depth50 continuation from depth45	full_meta_unfiltered	full_meta_unfiltered	phase3_archival_singleton	hard_guard	powell	powell200_depth50_v1	powell_maxiter200_depth50_v1	1	depth50_weakstrong_snake	32768	32768		
paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry	paper_i_hh_weak_strong_depth50_20260708_v1	candidate	true		geo	Geo-ADAPT	static_geo_adapt_vqe	native_forced_powell	native forced POWELL full-meta singleton symmetry matrix candidate		200	weak-strong	weak_strong	weak_strong	paper_i_main_tables_spsa	hh_L2_nph4_three_model_sym_weak_strong	hh	4	7	-1.13857920035935	ef32134ed51db3843b455865	-1.138720638074999	1710231c1669d577d0e9843c	7	same_cutoff_abs_delta_e	primary	2e-4	50	powell												fixed_horizon_no_target_v1	off				0	off									output/chtc_retrievals/paper_i_hh_native200_depth30_consolidated_20260619_v1/raw_outputs/paper_i_hh_native200_depth30_consolidated_20260619_v1/paper_i_hh_native200_depth30_20260619_v1__weak_strong__geo__native_forced__maxiter200__depth30/result/generic_static_single.json	44e5268d404c955b5ec781f1579e310e5f2e1890c51a9ddae1743aa112d747d1						ok_candidate_fullmeta_singleton_symmetry_matrix	extend_weak_strong_comparator_to_depth50_v1	weak-strong	geo	raw_outputs/chtc_fetches/hh_geo_qeb_spsa_repair_v1_7408967/raw_outputs/paper_i_hh_geo_qeb_spsa_repair_v1/records/paper_i_comp_spsa_cal__hh_geo_qeb_tableiii_repair_v1__static_geo_adapt_vqe__hh_sym_weak_strong/trial_0005/cases/hh_L2_nph4_three_model_sym_weak_strong/generic_static_single.json	weak-strong comparator rerun to depth50 with fixed_horizon_no_target_v1 disable_drop_stop disable_benchmark_target_stop; settings copied from existing depth30 Powell200 row except max_depth/output identity	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/result/generic_static_single.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/current.json			raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/stdout.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/stderr.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__geo__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/cell_manifest.json	output/chtc_retrievals/paper_i_hh_native200_depth30_consolidated_20260619_v1/raw_outputs/paper_i_hh_native200_depth30_consolidated_20260619_v1/paper_i_hh_native200_depth30_20260619_v1__weak_strong__geo__native_forced__maxiter200__depth30/result/generic_static_single.json	44e5268d404c955b5ec781f1579e310e5f2e1890c51a9ddae1743aa112d747d1		max_depth:30->50;output_root:new;disable_drop_stop;disable_benchmark_target_stop	Comparator row cloned from existing Paper-I HH full-meta singleton symmetry Powell200 weak-strong source row; only fixed horizon depth/output identity changed.	C_macro_only	Macro-generator control	full_meta_unfiltered	full_meta_unfiltered	macro_only	not_applicable	POWELL	powell200_depth50_v1	powell_maxiter200_depth50_v1		standard	16384	32768		
paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry	paper_i_hh_weak_strong_depth50_20260708_v1	candidate	true		append	Append-ADAPT	static_full_meta_append_adapt_vqe	native_forced_powell	native forced POWELL full-meta singleton symmetry matrix candidate		200	weak-strong	weak_strong	weak_strong	paper_i_main_tables_spsa	hh_L2_nph4_three_model_sym_weak_strong	hh	4	7	-1.13857920035935	ef32134ed51db3843b455865	-1.138720638074999	1710231c1669d577d0e9843c	7	same_cutoff_abs_delta_e	primary	2e-4	50	powell												fixed_horizon_no_target_v1	off				0	off									output/chtc_retrievals/paper_i_hh_native200_depth30_consolidated_20260619_v1/raw_outputs/paper_i_hh_native200_depth30_consolidated_20260619_v1/paper_i_hh_native200_depth30_20260619_v1__weak_strong__append__native_forced__maxiter200__depth30/result/generic_static_single.json	2d05b10507880f0b2fc580f3cb7f6e8326e6a59b317a34e316834524e076a1b4						ok_candidate_fullmeta_singleton_symmetry_matrix	extend_weak_strong_comparator_to_depth50_v1	weak-strong	append	raw_outputs/chtc_fetches/paper_i_hh_tableiii_competitor_history_extend_20260609_v1_fetch_20260611T203040Z/raw_outputs/paper_i_hh_tableiii_competitor_history_extend_20260609_v1/weak_strong_append_to50/result.json	weak-strong comparator rerun to depth50 with fixed_horizon_no_target_v1 disable_drop_stop disable_benchmark_target_stop; settings copied from existing depth30 Powell200 row except max_depth/output identity	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/result/generic_static_single.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/current.json			raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/stdout.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/stderr.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__C_macro_only__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/cell_manifest.json	output/chtc_retrievals/paper_i_hh_native200_depth30_consolidated_20260619_v1/raw_outputs/paper_i_hh_native200_depth30_consolidated_20260619_v1/paper_i_hh_native200_depth30_20260619_v1__weak_strong__append__native_forced__maxiter200__depth30/result/generic_static_single.json	2d05b10507880f0b2fc580f3cb7f6e8326e6a59b317a34e316834524e076a1b4		max_depth:30->50;output_root:new;disable_drop_stop;disable_benchmark_target_stop	Comparator row cloned from existing Paper-I HH full-meta singleton symmetry Powell200 weak-strong source row; only fixed horizon depth/output identity changed.	C_macro_only	Macro-generator control	full_meta_unfiltered	full_meta_unfiltered	macro_only	not_applicable	POWELL	powell200_depth50_v1	powell_maxiter200_depth50_v1		standard	16384	32768		
paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry	paper_i_hh_weak_strong_depth50_20260708_v1	candidate	true		append	Append-ADAPT	static_full_meta_append_adapt_vqe	native_forced_powell	native forced POWELL full-meta singleton symmetry matrix candidate		200	weak-strong	weak_strong	weak_strong	paper_i_main_tables_spsa	hh_L2_nph4_three_model_sym_weak_strong	hh	4	7	-1.13857920035935	ef32134ed51db3843b455865	-1.138720638074999	1710231c1669d577d0e9843c	7	same_cutoff_abs_delta_e	primary	2e-4	50	powell												fixed_horizon_no_target_v1	shared_pauli_child_sets_v1	hard_guard	1		0	off									output/chtc_retrievals/paper_i_hh_native200_depth30_consolidated_20260619_v1/raw_outputs/paper_i_hh_native200_depth30_consolidated_20260619_v1/paper_i_hh_native200_depth30_20260619_v1__weak_strong__append__native_forced__maxiter200__depth30/result/generic_static_single.json	2d05b10507880f0b2fc580f3cb7f6e8326e6a59b317a34e316834524e076a1b4						ok_candidate_fullmeta_singleton_symmetry_matrix	extend_weak_strong_comparator_to_depth50_v1	weak-strong	append	raw_outputs/chtc_fetches/paper_i_hh_tableiii_competitor_history_extend_20260609_v1_fetch_20260611T203040Z/raw_outputs/paper_i_hh_tableiii_competitor_history_extend_20260609_v1/weak_strong_append_to50/result.json	weak-strong comparator rerun to depth50 with fixed_horizon_no_target_v1 disable_drop_stop disable_benchmark_target_stop; settings copied from existing depth30 Powell200 row except max_depth/output identity	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/result/generic_static_single.json	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/current.json			raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/stdout.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/stderr.log	raw_outputs/paper_i_hh_weak_strong_depth50_20260708_v1/paper_i_hh_weak_strong_depth50_20260708_v1__weak_strong__append__B_common_phase0_singleton_hard_guard__native_forced__powell200__depth50_noearlystop__fullmeta_singleton_symmetry/cell_manifest.json	output/chtc_retrievals/paper_i_hh_native200_depth30_consolidated_20260619_v1/raw_outputs/paper_i_hh_native200_depth30_consolidated_20260619_v1/paper_i_hh_native200_depth30_20260619_v1__weak_strong__append__native_forced__maxiter200__depth30/result/generic_static_single.json	2d05b10507880f0b2fc580f3cb7f6e8326e6a59b317a34e316834524e076a1b4		max_depth:30->50;output_root:new;disable_drop_stop;disable_benchmark_target_stop	Comparator row cloned from existing Paper-I HH full-meta singleton symmetry Powell200 weak-strong source row; only fixed horizon depth/output identity changed.	B_common_phase0_singleton_hard_guard	Strict common-exposure fairness control	full_meta_unfiltered	full_meta_unfiltered	common_phase0_singleton	hard_guard	POWELL	powell200_depth50_v1	powell_maxiter200_depth50_v1	1	standard	16384	32768		
