L	adapt_allow_repeats	adapt_beam_parent_workers	adapt_optimizer_kind	adapt_parallel_gradient_workers	adapt_pool_class_filter_json	algorithm_id	append_selection_policy	batch_id	blocker	budget	case_id	cell_manifest_rel	child_policy	code_bundle	code_bundle_sha256	current_json_rel	display_regime	exact_energy_key	exact_energy_manifest	exact_energy_manifest_sha256	exact_energy_method	exact_energy_source	exact_fidelity_max_qubits	exact_reference_energy	exact_reference_n_ph_max	expected_horizon	family	generic_adapt_runtime_split_max_subset_size	generic_adapt_runtime_split_mode	generic_adapt_runtime_split_symmetry_policy	generic_adapt_stop_policy	geo_immediate_repeat_policy	hh_adaptive_pool_profile	hh_generator_registry_cache_dir	hh_generator_registry_cache_mode	hh_generator_registry_cache_required	hh_pool_cache_dir	hh_pool_cache_manifest	hh_pool_cache_mode	hh_pool_cache_required	hh_pool_cache_scope	horizon_source	implementation_contract_id	implementation_lock	implementation_lock_sha256	implementation_repair_audit	matrix_label	matrix_role	max_depth	method_key	method_label	n_ph_ref	n_ph_work	one_accepted_parent_per_outer_iteration	optimizer	parent_generator_policy	phase2_batching	phase3_adapt_beam_parent_workers	phase3_adapt_max_depth	phase3_adapt_maxiter	phase3_adapt_parallel_gradient_workers	phase3_batching	phase3_final_maxiter	phase3_policy_json	phase3_policy_json_sha256	phase3_refit_maxiter	pool_contract	powell_maxiter_cap_policy	primary_energy_metric	record_id	record_output_dir	repair_scope	repair_source_batch_id	repair_source_record_id	request_cpus	request_disk_mb	request_memory_mb	resource_pool_term_cap	resource_qubit_cap	resource_tier	result_json_rel	run_class	runnable	same_cutoff_error_role	same_cutoff_exact_gs_energy	selector_horizon_semantics	settings_changed	settings_diff_json	settings_reused	shared_pauli_pool_max_subset_size	shared_pauli_pool_mode	shared_pauli_pool_symmetry_policy	snake_fixed_horizon_no_target	snake_phase3_runtime_split_child_set_symmetry_policy	snake_phase3_runtime_split_max_subset_size	snake_phase3_runtime_split_mode	snake_phase3_runtime_split_selection_mode	snake_progress_reference_transport	source_cell_manifest_local	source_cell_manifest_sha256	source_cluster	source_code_bundle_sha256	source_implementation_lock_sha256	source_process	source_record_id	source_result_json_local	source_result_json_sha256	source_settings_changed	source_settings_status	stderr_rel	stdout_rel	suite_profile
4	true	not_applicable	powell	not_applicable	off	static_full_meta_append_adapt_vqe	append_only_with_replacement	paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1		200	hubbard_L4_scaling_strong	raw_outputs/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30/cell_manifest.json	macro_only	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_code.tar.gz	6f578afece852cafd09aee164658f3fefc6e30d0eba07f308b1c9e37a35ec7dc	raw_outputs/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30/adapt_iteration_progress.jsonl	strong	58cc4a80eb164c1da0c538a1	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/exact_energy_manifest.json	5fff8c67abff10a229a1ecd82dc08a25bc211d723727a82257930447d920d296	same_cutoff_exact_diagonalization	pipelines.exact_bench.static_reference_metrics.exact_energy_for_spec	10	-1.117172413361002		30	hubbard	1	off	off	fixed_horizon_no_target_v1	block_only_adjacent_repeat_after_full_pool_selection	not_applicable		not_applicable	false			not_applicable	false	not_applicable	locked:hubbard_L3_L4_outer_iteration_30	append_powell_maxiter_cap_finite_nonincreasing_20260711_v1	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/implementation_lock.json	c75b51a22230adc0520eb9fa9422a61c9704f40453831d4a575a038fba6cc426	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/implementation_repair_audit.json	paper_i_scaling_matrix_parent_only	finite_size_cutoff_scaling_parent_generator_comparison	30	append	Append-ADAPT			true	POWELL	full_meta_parent_macro_generators_only_all_methods	off		30	200		off	200			200	full_meta_unfiltered	accept_finite_nonincreasing_v1	same_cutoff_abs_delta_e	paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30	raw_outputs/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30	single_append_hubbard_L4_strong_powell_cap_finite_nonincreasing_v1	paper_i_scaling_matrix_parent_powell200_20260710_v1	paper_i_scaling_matrix_parent_powell200_20260710_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__iter30	1	32768	16384	1024	16	appendix_standard	raw_outputs/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30/result/generic_static_single.json	candidate	true	primary	-1.117172413361002	outer_selector_iterations_not_guaranteed_ansatz_depth	powell_maxiter_cap_policy;new_output_identity	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/settings_diff.json	all_proc53_declared_physics_pool_optimizer_budget_horizon_and_accounting_fields	1	off	off	not_applicable	off	1	off	off	generic_static_exact_energy_env	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/source_evidence/proc53_cell_manifest.json	340d419416ea173a868136d7bf1fff85ccdaa3d4cfc3dc29dc7d4ffa2f4d2297	8772847	d0982f4696eaecdde533aaf2194af0900fb5fa7c4adde301056cbab80354c3fb	737fc83467002beaa820f1e411563c9877b5eaafb3dc203027c1e0d56fddff05	53	paper_i_scaling_matrix_parent_powell200_20260710_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__iter30	chtc/phase3_optuna/input/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/source_evidence/proc53_generic_static_single.json	00dca6c25128958ee7e7b5a9c85714098aaddb7b80dbd9fc011d78a4b6babdce	L;n_ph_work;outer_iteration_horizon;new_output_identity	user_locked_scaling_matrix_profile_no_visible_higher_size_anchor	raw_outputs/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30/stderr.log	raw_outputs/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1/paper_i_scaling_matrix_append_powell_cap_repair_20260711_v1__hubbard__hubbard_L4_scaling_strong__append__parent_powell200__powellcap_finite_nonincreasing_v1__iter30/stdout.log	paper_i_scaling_matrix_20260710_v1
