regime,method,iteration,absolute_same_cutoff_error,is_display_marker,marker_policy
intermediate_strong,Append-ADAPT,9,0.026719247171018479,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,10,0.026684706183192408,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,11,0.026677828058053854,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,12,0.026666658970336377,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,13,0.025845385955909572,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,14,0.025762040648161566,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,15,0.025648219008536088,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,16,0.025312055180670479,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,17,0.024821961284031469,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,18,0.024740554154393246,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,19,0.024388858506806388,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,20,0.024381146680737764,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,21,0.024375409927323233,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,22,0.023656318779916585,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,23,0.023589109157506449,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,24,0.0092958315782610823,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,25,0.0081503009780244939,1,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,26,0.0080623258827592359,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,27,0.0080504102392082721,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,28,0.0080395128502723789,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,29,0.0079390421866507577,0,retained_existing_plateau_marker
intermediate_strong,Append-ADAPT,30,0.0079390421866507577,0,retained_existing_plateau_marker
strong_strong,SNAKE,0,0.35631809667162817,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,1,0.22942372228931218,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,2,0.0072877672900125701,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,3,0.0063635485228078492,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,4,0.0037815688101482392,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,5,0.0028211658428226594,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,6,0.00015514943868211173,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,7,0.00014172793087585678,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,8,0.00012829966259608749,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,9,0.00012824204559402919,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,10,8.4660742088682461e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,11,4.2126771167105836e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,12,4.1429747355992141e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,13,4.1229209642557052e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,14,4.0541296686735784e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,15,3.9573010948035225e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,16,3.9551909307378175e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,17,3.9530827457334716e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,18,1.7598297899268367e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,19,1.6668803191621784e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,20,1.665775147641213e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,21,1.6489045529088919e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,22,1.556400624591614e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,23,1.5408805532302061e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,24,1.539267090056029e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,25,1.5392096223032503e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,26,1.5391953284038529e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,27,1.5061974427132974e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,28,1.5061958865580927e-05,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,29,7.6099399609619311e-06,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,30,8.524946296661895e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,31,5.0331952972104688e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,32,3.4589855801847591e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,33,3.2083758372269955e-07,1,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,34,3.2038047947935411e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,35,3.2025040741512356e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,36,3.2021837681472931e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,37,3.2021203966170475e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,38,3.202100130605956e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,39,3.2020919571440487e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,40,3.2020879470184838e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,41,3.2020855322834052e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,42,3.2020855322834052e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,43,3.1988988269393559e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,44,3.1953899870540425e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,45,3.1928111854373498e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,46,3.1441312697833013e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,47,3.1429630487078697e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,48,3.1419209522987046e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,49,3.1411353440535805e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,SNAKE,50,3.141076122537001e-07,0,user_selected_last_plateau_history_checkpoint
strong_strong,Geo-ADAPT,0,0.3563180966716315,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,1,0.22942372228929175,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,2,0.22720322389487435,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,3,0.22488840578295755,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,4,5.8834812233232725e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,5,4.982206763848307e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,6,4.0806738849652469e-05,1,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,7,4.0401558231706325e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,8,4.0053729513322978e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,9,3.999290506595532e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,10,3.9992299638691442e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,11,3.9637959567184744e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,12,3.9613017277395635e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,13,3.9613017090656122e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,14,3.9613016876383078e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,15,3.9612150828038928e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,16,3.961169304622647e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,17,3.9611692843832813e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,18,3.9611692647212315e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,19,3.9611692440044699e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,20,3.961169224286909e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,21,3.9611692039809299e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,22,3.9611691853069786e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,23,3.961169166954992e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,24,3.9611691487473344e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,25,3.9611691314944686e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,26,3.9611691137086957e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,27,3.9611690954788337e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,28,3.9611690781149456e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,29,3.9611690593077675e-05,0,retained_existing_plateau_marker
strong_strong,Geo-ADAPT,30,3.9611690593077675e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,0,0.35631809667163117,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,1,0.32005427954994026,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,2,0.22942372228929131,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,3,0.0072877672897120327,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,4,0.0037361765618409981,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,5,5.6226459684505237e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,6,5.4196454499444435e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,7,4.5176229062859896e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,8,3.6157924398927399e-05,1,retained_existing_plateau_marker
strong_strong,Append-ADAPT,9,3.5913083628380527e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,10,3.2336373411268049e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,11,3.0902412463396089e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,12,3.0899976673381957e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,13,2.7292536830203495e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,14,2.7286921989166935e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,15,2.7275069784837846e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,16,2.7268875835928519e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,17,2.6902917871773901e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,18,2.6688434076382883e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,19,2.578577145717631e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,20,2.5774184875815287e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,21,2.3717063057371313e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,22,2.3219954605968596e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,23,2.3161304127383708e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,24,2.3152139709492481e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,25,2.3117123990834543e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,26,2.3092040449923523e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,27,2.2729705120183574e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,28,2.2468701207145614e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,29,2.2421569721653434e-05,0,retained_existing_plateau_marker
strong_strong,Append-ADAPT,30,2.2421569721653434e-05,0,retained_existing_plateau_marker
