tag,family_requested,family_resolved,method,reps,delta_abs,relative_error_abs,gate_pass_1e2,runtime_s,stop_reason,output_json,output_log
hh_l2_replay_optheavy_seed02,match_adapt,paop_lf_std,SPSA,3,0.016599146298170775,0.1506132589736385,False,899.7416193755344,converged,artifacts/json/hh_l2_logical_screen_runs_heavy_d30_a3000_f2500/hh_l2_logical_screen_heavy_d30_a3000_f2500_U4_g1_w1_seed02/replay_full_optheavy_r3_R6_M4000.json,artifacts/json/hh_l2_logical_screen_runs_heavy_d30_a3000_f2500/hh_l2_logical_screen_heavy_d30_a3000_f2500_U4_g1_w1_seed02/replay_full_optheavy_r3_R6_M4000.log
