record_id	family	case_id	algorithm_id	suite_profile	energy_stop_target	first_hit_thresholds	phase3_oracle_gradient_mode	phase3_oracle_backend_name	phase3_oracle_use_fake_backend	phase3_oracle_shots	phase3_oracle_repeats	phase3_oracle_aggregate	phase3_oracle_seed	phase3_oracle_execution_surface	phase3_oracle_inner_objective_mode	phase3_oracle_value_noise_model	phase3_oracle_value_noise_std	phase3_oracle_value_noise_seed	phase3_adapt_max_depth	phase3_adapt_maxiter	phase3_refit_maxiter	phase3_final_maxiter	phase3_adapt_spsa_a	phase3_adapt_spsa_c	phase3_adapt_spsa_big_a	phase3_adapt_spsa_alpha	phase3_adapt_spsa_gamma	phase3_adapt_spsa_eval_repeats	phase3_adapt_spsa_avg_last	phase3_adapt_allow_repeats	phase3_policy_json	phase3_adapt_parallel_gradient_workers	phase3_adapt_beam_parent_workers	hardware_resolution_mode	hardware_resolution_profile_json	hardware_resolution_profile_name	static_route_id	phase2_novelty_mode	benchmark_value_noise_model	benchmark_value_noise_std	benchmark_value_noise_seed	benchmark_decision_noise_model	benchmark_decision_noise_std	benchmark_decision_noise_seed	n_ph_work	n_ph_ref	primary_energy_metric	same_cutoff_error_role	paper_i_cutoff_ladder_stage	paper_i_ladder_acceptance_threshold	paper_i_ladder_requires_prior_failure	paper_i_ladder_escalation_reason	paper_i_ladder_allow_ref5	paper_i_ladder_snake_policy	reference_energy_cache_json	same_cutoff_reference_energy_key	reference_cutoff_energy_key	same_cutoff_exact_gs_energy	exact_reference_energy	exact_reference_n_ph_max	reference_energy_status	tau_phys	tau_tight	paper_i_ladder_candidate_manifest_json	paper_i_ladder_candidate_key	paper_i_ladder_source_audit_json	paper_i_ladder_source_audit_sha256	paper_i_ladder_source_case_id	paper_i_ladder_source_stage	paper_i_ladder_source_status	paper_i_ladder_source_threshold_status	paper_i_ladder_source_n_ph_work	paper_i_ladder_source_n_ph_ref	paper_i_ladder_source_threshold	paper_i_ladder_source_target_profile	paper_i_ladder_source_payload_path	paper_i_ladder_source_payload_sha256	paper_i_ladder_source_record_id
static_table__molecular_vibronic_h2__molecular_vibronic_h2_L2_nph1_clean_strong__static_family_native_adapt_phase3	molecular_vibronic_h2	molecular_vibronic_h2_L2_nph1_clean_strong	static_family_native_adapt_phase3	paper_i_clean_nph2_ref4_v1	0.0002	0.0002							7							8000	8000	8000	0.05	0.02	50.0	0.602	0.101	1	0	true		10	4				route_a	collective_span_v1							1	4	higher_cutoff_reference_abs_delta_e	diagnostic_only							chtc/phase3_optuna/input/paper_i_snake_molecular_vibronic_h2_tau2e4_marrakesh_v1/generic_static_reference_energy_cache.json	14886caffc0f895c0b603d2d	f040043bf321d154768f8590	-1.1295780951753214	-1.1305093329291076	4	ok																	
